1728540982.962811, 0
1728540982.978928, 0
1728540982.992285, 0
1728540983.004431, 0
1728540983.018869, 0
1728540983.031351, 1
1728540983.046120, 7
1728540983.062111, 6
1728540983.074796, 11
1728540983.086790, 13
1728540983.098412, 15
1728540983.110573, 17
1728540983.122692, 20
1728540983.138588, 25
1728540983.156636, 29
1728540983.174161, 32
1728540983.189743, 37
1728540983.202036, 40
1728540983.220032, 40
1728540983.238278, 40
1728540983.252149, 40
1728540983.264414, 39
1728540983.278614, 40
1728540983.293945, 40
1728540983.310529, 40
1728540983.322167, 39
1728540983.333899, 40
1728540983.345633, 40
1728540983.359138, 40
1728540983.371508, 40
1728540983.388962, 39
1728540983.403138, 38
1728540983.416970, 38
1728540983.429364, 38
1728540983.444497, 38
1728540983.456178, 38
1728540983.468239, 38
1728540983.480074, 37
1728540983.493087, 40
1728540983.506867, 40
1728540983.519035, 39
1728540983.532733, 40
1728540983.545405, 39
1728540983.557243, 38
1728540983.569231, 36
1728540983.581240, 38
1728540983.597203, 38
1728540983.611784, 39
1728540983.626678, 37
1728540983.641476, 37
1728540983.654534, 37
1728540983.670049, 37
1728540983.682988, 38
1728540983.695487, 35
1728540983.707496, 37
1728540983.721049, 40
1728540983.734044, 37
1728540983.746920, 34
1728540983.758538, 36
1728540983.770175, 38
1728540983.781832, 37
1728540983.793614, 34
1728540983.807543, 33
1728540983.821814, 34
1728540983.833464, 35
1728540983.846313, 36
1728540983.862908, 37
1728540983.876928, 36
1728540983.890886, 35
1728540983.902985, 33
1728540983.916883, 34
1728540983.932487, 32
1728540983.946977, 31
1728540983.958979, 32
1728540983.970891, 31
1728540983.983788, 28
1728540983.995622, 29
1728540984.009673, 29
1728540984.024574, 28
1728540984.038546, 27
1728540984.053382, 28
1728540984.065432, 27
1728540984.079273, 27
1728540984.090942, 28
1728540984.102607, 29
1728540984.115542, 28
1728540984.129907, 28
1728540984.142475, 28
1728540984.160403, 29
1728540984.172340, 29
1728540984.184783, 30
1728540984.196865, 29
1728540984.210001, 30
1728540984.226475, 29
1728540984.240678, 28
1728540984.256410, 29
1728540984.268557, 28
1728540984.282852, 29
1728540984.294824, 30
1728540984.306668, 31
1728540984.318512, 32
1728540984.332219, 31
1728540984.345085, 31
1728540984.362143, 32
1728540984.378284, 32
1728540984.392484, 31
1728540984.404927, 31
1728540984.416924, 31
1728540984.429642, 29
1728540984.441802, 31
1728540984.456409, 30
1728540984.473255, 31
1728540984.485172, 31
1728540984.497092, 29
1728540984.509053, 30
1728540984.521581, 30
1728540984.534361, 30
1728540984.547973, 32
1728540984.560290, 32
1728540984.572296, 31
1728540984.585152, 31
1728540984.597006, 33
1728540984.609270, 32
1728540984.621169, 31
1728540984.633323, 31
1728540984.646334, 31
1728540984.660078, 31
1728540984.671967, 32
1728540984.684151, 31
1728540984.697195, 31
1728540984.709880, 31
1728540984.727261, 32
1728540984.739087, 33
1728540984.752557, 32
1728540984.767034, 34
1728540984.779536, 33
1728540984.795610, 33
1728540984.808826, 32
1728540984.826970, 33
1728540984.839934, 32
1728540984.853859, 32
1728540984.865734, 33
1728540984.877941, 33
1728540984.893591, 34
1728540984.910619, 32
1728540984.926311, 33
1728540984.940578, 35
1728540984.952433, 34
1728540984.964224, 34
1728540984.987279, 33
1728540985.001438, 33
1728540985.013146, 33
1728540985.025056, 34
1728540985.036801, 32
1728540985.049016, 33
1728540985.062191, 34
1728540985.077746, 34
1728540985.090479, 33
1728540985.102303, 34
1728540985.114450, 33
1728540985.126070, 34
1728540985.139017, 35
1728540985.150846, 35
1728540985.163687, 37
1728540985.175618, 36
1728540985.187414, 37
1728540985.200964, 37
1728540985.214012, 37
1728540985.226784, 34
1728540985.241825, 34
1728540985.256929, 35
1728540985.271994, 34
1728540985.288748, 35
1728540985.302055, 36
1728540985.314823, 34
1728540985.326487, 32
1728540985.338220, 34
1728540985.350209, 35
1728540985.364175, 36
1728540985.376117, 37
1728540985.388878, 36
1728540985.400550, 35
1728540985.412524, 38
1728540985.424367, 36
1728540985.437572, 36
1728540985.454995, 35
1728540985.468848, 34
1728540985.488831, 36
1728540985.503016, 34
1728540985.518095, 36
1728540985.531921, 36
1728540985.546917, 35
1728540985.560772, 35
1728540985.575765, 36
1728540985.589842, 38
1728540985.603843, 38
1728540985.617972, 37
1728540985.632016, 37
1728540985.645044, 37
1728540985.658212, 37
1728540985.670011, 36
1728540985.681793, 35
1728540985.693990, 36
1728540985.707764, 37
1728540985.720754, 36
1728540985.736918, 37
1728540985.749922, 36
1728540985.764728, 36
1728540985.776505, 37
1728540985.791685, 38
1728540985.803354, 36
1728540985.814971, 40
1728540985.828347, 38
1728540985.842875, 38
1728540985.856506, 37
1728540985.869946, 38
1728540985.886298, 38
1728540985.901144, 37
1728540985.912929, 37
1728540985.924960, 37
1728540985.936799, 37
1728540985.949010, 37
1728540985.962528, 37
1728540985.976637, 38
1728540985.989466, 37
1728540986.001147, 37
1728540986.012747, 38
1728540986.024796, 39
1728540986.038637, 40
1728540986.052554, 39
1728540986.065979, 38
1728540986.080350, 38
1728540986.097547, 39
1728540986.111650, 38
1728540986.124469, 38
1728540986.136113, 38
1728540986.148168, 37
1728540986.160249, 37
1728540986.174275, 37
1728540986.188335, 36
1728540986.202004, 37
1728540986.214509, 37
1728540986.226213, 38
1728540986.237882, 37
1728540986.249480, 36
1728540986.262500, 33
1728540986.276545, 29
1728540986.290373, 23
1728540986.303503, 17
1728540986.317962, 16
1728540986.333862, 16
1728540986.348737, 15
1728540986.361905, 15
1728540986.374135, 16
1728540986.386220, 16
1728540986.397854, 16
1728540986.411517, 18
1728540986.424852, 17
1728540986.440715, 19
1728540986.454319, 17
1728540986.468846, 17
1728540986.484060, 18
1728540986.497035, 18
1728540986.508997, 16
1728540986.520651, 16
1728540986.532847, 19
1728540986.546839, 18
1728540986.558953, 18
1728540986.573963, 20
1728540986.586127, 19
1728540986.598619, 20
1728540986.610410, 20
1728540986.622896, 18
1728540986.636837, 18
1728540986.648635, 19
1728540986.668011, 19
