1728540789.225279, 0
1728540789.247287, 0
1728540789.259073, 0
1728540789.271354, 0
1728540789.284384, 0
1728540789.298656, 3
1728540789.311002, 6
1728540789.325172, 4
1728540789.336847, 8
1728540789.348573, 13
1728540789.360414, 17
1728540789.374031, 17
1728540789.386906, 22
1728540789.405999, 25
1728540789.422149, 30
1728540789.435541, 34
1728540789.449683, 36
1728540789.461363, 40
1728540789.474723, 42
1728540789.486968, 45
1728540789.501318, 48
1728540789.513155, 50
1728540789.529255, 52
1728540789.541193, 59
1728540789.553401, 61
1728540789.565880, 65
1728540789.580145, 68
1728540789.593345, 73
1728540789.606028, 75
1728540789.617661, 80
1728540789.629510, 80
1728540789.641460, 80
1728540789.655620, 80
1728540789.669930, 80
1728540789.682419, 80
1728540789.698677, 79
1728540789.711626, 80
1728540789.724283, 79
1728540789.751866, 80
1728540789.766856, 80
1728540789.778808, 80
1728540789.790461, 79
1728540789.802100, 80
1728540789.814131, 79
1728540789.827288, 80
1728540789.843072, 79
1728540789.858343, 80
1728540789.874365, 80
1728540789.886109, 80
1728540789.897694, 79
1728540789.909317, 79
1728540789.921708, 80
1728540789.935481, 80
1728540789.948002, 79
1728540789.964994, 79
1728540789.981700, 79
1728540789.999965, 79
1728540790.016173, 80
1728540790.032132, 79
1728540790.049851, 79
1728540790.062100, 80
1728540790.073844, 78
1728540790.085510, 79
1728540790.098175, 79
1728540790.113299, 80
1728540790.136876, 80
1728540790.149818, 80
1728540790.161695, 78
1728540790.174370, 79
1728540790.188308, 80
1728540790.200163, 80
1728540790.212140, 79
1728540790.223817, 79
1728540790.235930, 79
1728540790.249020, 79
1728540790.262534, 80
1728540790.275772, 78
1728540790.290591, 80
1728540790.305525, 78
1728540790.319385, 79
1728540790.345111, 79
1728540790.372034, 77
1728540790.387679, 77
1728540790.399624, 76
1728540790.411461, 75
1728540790.423455, 76
1728540790.435326, 76
1728540790.449461, 77
1728540790.464339, 76
1728540790.477362, 79
1728540790.489077, 79
1728540790.500919, 79
1728540790.513817, 79
1728540790.528926, 77
1728540790.544168, 77
1728540790.560205, 78
1728540790.573329, 80
1728540790.593830, 79
1728540790.605634, 77
1728540790.618746, 80
1728540790.630569, 79
1728540790.642286, 77
1728540790.654553, 80
1728540790.670954, 76
1728540790.685360, 73
1728540790.697066, 76
1728540790.708964, 71
1728540790.722634, 73
1728540790.738521, 76
1728540790.751466, 78
1728540790.763338, 78
1728540790.775381, 77
1728540790.787771, 78
1728540790.801653, 76
1728540790.814757, 75
1728540790.826877, 73
1728540790.841372, 75
1728540790.853013, 71
1728540790.864637, 69
1728540790.877218, 69
1728540790.891022, 69
1728540790.903421, 68
1728540790.916944, 69
1728540790.930684, 69
1728540790.942355, 69
1728540790.954019, 69
1728540790.966723, 68
1728540790.979170, 67
1728540790.994348, 64
1728540791.007699, 80
1728540791.019476, 78
1728540791.031836, 78
1728540791.044287, 77
1728540791.057092, 76
1728540791.074529, 76
1728540791.086936, 79
1728540791.102637, 76
1728540791.114274, 77
1728540791.125893, 75
1728540791.137493, 76
1728540791.149956, 77
1728540791.164669, 75
1728540791.180711, 77
1728540791.192553, 76
1728540791.204352, 77
1728540791.216113, 78
1728540791.228928, 78
1728540791.241471, 78
1728540791.255148, 78
1728540791.269189, 78
1728540791.281026, 77
1728540791.292811, 77
1728540791.304704, 76
1728540791.316417, 77
1728540791.334762, 80
1728540791.346805, 79
1728540791.360428, 79
1728540791.374507, 79
1728540791.386269, 79
1728540791.398335, 76
1728540791.410110, 73
1728540791.421838, 70
1728540791.435554, 70
1728540791.450379, 75
1728540791.464145, 75
1728540791.476474, 73
1728540791.488310, 73
1728540791.499936, 69
1728540791.515366, 80
1728540791.527048, 79
1728540791.543366, 79
1728540791.557614, 73
1728540791.569494, 71
1728540791.581876, 69
1728540791.595606, 73
1728540791.608867, 72
1728540791.628212, 70
1728540791.642091, 67
1728540791.654030, 65
1728540791.665680, 70
1728540791.677477, 74
1728540791.689088, 79
1728540791.701412, 79
1728540791.715346, 73
1728540791.727977, 73
1728540791.742559, 74
1728540791.756039, 76
1728540791.767887, 73
1728540791.779505, 72
1728540791.792639, 70
1728540791.804549, 67
1728540791.820639, 69
1728540791.835564, 67
1728540791.849894, 68
1728540791.862006, 65
1728540791.873767, 64
1728540791.886427, 62
1728540791.898998, 60
1728540791.910729, 59
1728540791.922441, 58
1728540791.934028, 59
1728540791.945794, 55
1728540791.958064, 53
1728540791.973038, 48
1728540791.985822, 47
1728540791.997512, 44
1728540792.009205, 42
1728540792.022198, 37
1728540792.034649, 31
1728540792.050596, 26
1728540792.068796, 28
1728540792.082971, 26
1728540792.097419, 26
1728540792.111426, 25
1728540792.123196, 26
1728540792.134975, 26
1728540792.146704, 27
1728540792.161095, 26
1728540792.174286, 26
1728540792.188375, 26
1728540792.200452, 26
1728540792.212150, 27
1728540792.224478, 28
1728540792.236111, 28
1728540792.252254, 27
1728540792.264263, 28
1728540792.275955, 30
1728540792.287911, 28
1728540792.300593, 28
1728540792.314515, 27
1728540792.328330, 27
1728540792.340428, 27
1728540792.352119, 27
1728540792.363834, 27
1728540792.375538, 28
1728540792.388993, 28
1728540792.402832, 30
1728540792.416827, 29
1728540792.429341, 29
1728540792.441987, 28
1728540792.453728, 31
1728540792.465337, 28
1728540792.476955, 28
1728540792.490211, 27
1728540792.505033, 29
1728540792.518858, 29
1728540792.543776, 27
1728540792.567696, 29
1728540792.583734, 27
1728540792.595516, 30
1728540792.607375, 29
1728540792.619445, 29
1728540792.637375, 30
1728540792.651453, 31
1728540792.665562, 29
1728540792.679505, 30
1728540792.693308, 29
1728540792.708158, 30
1728540792.722008, 30
1728540792.738589, 30
1728540792.750440, 30
1728540792.762108, 30
1728540792.774608, 28
1728540792.786263, 30
1728540792.797874, 32
1728540792.811762, 31
1728540792.823599, 31
1728540792.835476, 31
1728540792.847332, 32
1728540792.858956, 29
1728540792.870543, 29
1728540792.884612, 31
1728540792.898034, 30
1728540792.912885, 30
1728540792.927996, 31
1728540792.942033, 31
1728540792.953776, 31
1728540792.965492, 29
1728540792.977500, 32
1728540792.991204, 32
1728540793.003048, 32
1728540793.016975, 32
1728540793.031488, 32
1728540793.043379, 31
1728540793.055164, 31
1728540793.067068, 32
1728540793.081077, 33
1728540793.092934, 32
1728540793.106875, 32
1728540793.121304, 31
1728540793.137261, 30
1728540793.149245, 32
1728540793.161095, 32
1728540793.172928, 33
1728540793.190623, 34
1728540793.203398, 33
1728540793.217518, 33
1728540793.232648, 32
1728540793.246415, 33
1728540793.258228, 33
1728540793.270377, 32
1728540793.282795, 33
1728540793.295082, 32
1728540793.308228, 32
1728540793.320010, 33
1728540793.332412, 32
1728540793.344067, 32
1728540793.356860, 32
1728540793.368960, 33
1728540793.384866, 34
1728540793.397872, 34
1728540793.409631, 33
1728540793.421295, 35
1728540793.434737, 35
1728540793.448944, 33
1728540793.461389, 33
1728540793.473564, 34
1728540793.485723, 33
1728540793.497478, 33
1728540793.509883, 36
1728540793.539911, 34
1728540793.553647, 34
